id	lang	text
4396691	ind	Itu salah!
4396710	ind	Aku ingin kau bersungguh-sungguh dalam penelitian ini.
4396715	ind	Ceritakan padaku tentang rencana masa depanmu.
4396735	ind	Betapa bahagianya aku!
4396744	ind	Gurun pasir Tiongkok memuat lebih banyak orang ketimbang Jepang.
4396752	ind	Tidak ada cara untuk menemukan rumahnya.
4398566	ind	Kami melihat matahari tenggelam di ujung cakrawala.
4398589	ind	Aku memiliki masalah kulit yang serius.
4398623	ind	"Apa hujannya terlihat akan mereda? ""Aku harap begitu."""
4398629	ind	Ia menulis buku dengan meminjam ide dari istrinya.
4398639	ind	Aku dengar para menteri di pemerintahan akan mengundurkan diri.
4398653	ind	Sebuah batu besar muncul ke permukaan laut.
4398658	ind	Dia pasti akan menghadiri rapat kelasnya.
4398661	ind	Pria itu sedang makan kacang.
4398666	ind	Ayah kembali dari tempat kerja pada pukul 6.
4398668	ind	Kami mempelajari bahasa Inggris di sekolah.
4398764	ind	Pantainya ada di sebelah mana?
4398765	ind	Mereka pergi ke pantai.
4398767	ind	Apa kau ingin pergi jalan-jalan ke luar negeri?
4398768	ind	Aku bekerja di sebuah perusahaan pengapalan.
4398769	ind	Kami sedang berada dalam perjalanan pulang.
4398770	ind	Bisakah kau memperbaiki radio yang rusak itu?
4398773	ind	Jangan bicara berputar-putar.
4398774	ind	Mau bergabung dalam pembicaraan kami?
4398775	ind	Hubungi aku melalui kantor.
4398776	ind	Kami sedang rapat.
4398778	ind	Rapat itu dilaksanakan sebulan yang lalu.
4398780	ind	Rapatnya akan dimulai pada pukul tiga.
4398781	ind	Rapatnya berlangsung selama dua jam.
4398782	ind	Rapatnya akan dilaksanakan besok.
4398783	ind	Rapat diadakan setiap seminggu sekali.
4398784	ind	Maaf saya datang terlambat.
4398786	ind	Saya tidak bisa menghadiri rapat itu.
4398787	ind	Semua anggota hadir.
4398788	ind	Aku berusaha untuk menghentikan pertengkaran itu.
4398789	ind	Rapatnya diadakan kemarin.
4398791	ind	Rapatnya sudah hampir selesai.
4398793	ind	Bagaimana menurutmu pestanya?
4398794	ind	Rapatnya selesai pada pukul sembilan.
4398796	ind	Rapatnya dimulai pada pukul sepuluh.
4398797	ind	Kita harus mematuhi kedua orang tua kita.
4398799	ind	Kami terperangkap dalam badai.
4398800	ind	Kami berbincang-bincang hingga larut malam.
4398801	ind	Kami tidak pernah bekerja di hari Minggu.
4398803	ind	Kami bertemu di tengah perjalanan.
4398804	ind	Kami berbicara melalui telepon.
4398810	ind	Kami dikejutkan oleh musuh.
4398811	ind	Kami belum lama saling mengenal.
4398812	ind	Kita harus selalu melakukan yang terbaik.
4398813	ind	Kami kekurangan dana.
4398817	ind	Kami menikmati pertandingan itu.
4398826	ind	Kami mendaki Gunung Fuji musim panas tahun lalu.
4398828	ind	Kami bersiap untuk melancarkan serangan.
4398831	ind	Kami mengemudi secara bergantian.
4398833	ind	Kami mengetahui bahwa pintu depan terkunci.
4398836	ind	Kami terpaksa harus meninggalkan rencana kami.
4398838	ind	Kami merasakan rumahnya berguncang.
4398839	ind	Kami menari mengikuti alunan musik.
4398842	ind	Kami menghabiskan waktu dengan bermain kartu.
4398844	ind	Kami membuatnya pergi ke sana.
4398845	ind	Kami berlari menuruni bukit.
4398847	ind	Kami sarapan pada pukul tujuh.
4398848	ind	Kita harus memperhatikan kedua orang tua kita.
4398852	ind	Ruang terbuka hijau adalah paru-paru dari kota.
4402627	ind	Jangan mengkhawatirkan tentang masa lalu.
4402648	ind	Apakah ada yang ingin Anda beritahukan?
4402655	ind	Apakah saya bisa menitipkan barang saya?
4402668	ind	Bisakah Anda membawakan koper saya ke lantai atas?
4402670	ind	Berapa banyak tas yang Anda bawa?
4402682	ind	Apakah kau sudah selesai mengepaknya?
4402699	ind	Aku sudah selesai menyirami bunga-bunganya.
4402711	ind	Apakah Anda ada waktu luang di hari Selasa?
4402714	ind	Hujan terus-menerus turun sejak hari Selasa.
4402727	ind	Apakah ada kehidupan di Mars?
4402738	ind	Dia hidup sebagai seorang penyanyi.
4402741	ind	Apakah Anda mau buah?
4402743	ind	Silakan dinikmati buahnya.
4402745	ind	Sepertinya Anda suka dengan buah-buahan.
4402756	ind	Kau harus membayar biaya sewanya besok.
4402760	ind	Kami memiliki banyak sekali furnitur.
4402761	ind	Kami memiliki dua buah televisi.
4402763	ind	Aku akan membuatkanmu kopi.
4402768	ind	Aku lebih memilih tinggal di rumah.
4402777	ind	Liburan musim panasnya mulai besok Senin.
4402778	ind	Bagaimana liburan musim panas Anda?
4402779	ind	Aku merasakan rumahnya berguncang.
4402781	ind	Apa kau memiliki CD?
4402782	ind	Bus nomor berapa yang saya ambil?
4402783	ind	Aku tidak pernah bertemu dengannya selama bertahun-tahun.
4402784	ind	Kamu pergi selama berapa lama?
4402786	ind	Berapa banyak orang yang ada di partai Anda?
4402790	ind	Berapa jumlah anak Anda?
4402795	ind	Aku tidak tahu di mana kita akan sampai.
4402813	ind	Jam berapa tutupnya?
4402814	ind	Hujan terus-menerus turun selama berjam-jam.
4402816	ind	Bukanya pada pukul berapa?
4402818	ind	Saya harus lapor masuk sebelum pukul berapa?
4402822	ind	Pada pukul berapa Anda bisa datang?
4402830	ind	Embarkasinya akan dimulai pada pukul berapa?
4402831	ind	Kamu makan jam berapa?
4402837	ind	Akan dimulai jam berapa?
4402841	ind	Jam berapa pertandingannya akan mulai?
4402842	ind	Anda bangun pada pukul berapa?
4402843	ind	Tom memukuli Mary.
4405102	ind	Kapan kami harus lapor keluar?
4405103	ind	Pada pukul berapa saya harus lapor masuk?
4405104	ind	Anda tiba di sana pada pukul berapa?
4405105	ind	Mulai dari jam berapa saya bisa lapor masuk?
4405112	ind	Kamu bisanya kapan?
4405115	ind	Kenapa kamu tidak memberitahunya?
4405116	ind	Kenapa kau berpikir begitu?
4405120	ind	Kau menertawakan apa?
4405122	ind	Kamu sedang memikirkan apa?
4405123	ind	Aku tidak tahu apa yang harus aku katakan.
4405130	ind	Apa yang sedang kamu lakukan di sini?
4405132	ind	Katakan padaku apa yang harus aku lakukan.
4405133	ind	Apa yang ingin kau lakukan?
4405135	ind	Bunga apa yang paling kamu sukai?
4405137	ind	Kurang ajar sekali kamu!
4405139	ind	Berapa banyak bahasa yang bisa Anda pahami?
4405141	ind	Apakah Anda mau minum sesuatu yang dingin?
4405142	ind	Aku ingin minum sesuatu yang dingin.
4405143	ind	Katakan padaku apa yang kau inginkan.
4405144	ind	Apakah Anda mengonsumsi obat-obatan tertentu secara rutin?
4405145	ind	Pinjamkan padaku beberapa buku untuk dibaca.
4405146	ind	Aku ingin sesuatu untuk dibaca.
4405147	ind	Tidak jauh dari tempat tinggalku ada kolam renang.
4405148	ind	Aku ingin sesuatu yang hangat untuk diminum.
4405149	ind	Berikan aku sesuatu untuk dimakan.
4405153	ind	Aku menginginkan sesuatu untuk dimakan.
4405159	ind	Berikan aku sesuatu yang bisa aku tulisi.
4405164	ind	Apa kau memiliki sebuah rencana?
4405165	ind	Apakah ia memiliki sebuah piano?
4405167	ind	Aku tidak peduli akan apa yang akan terjadi.
4405170	ind	Aku akan pergi apapun yang terjadi.
4405171	ind	Apa kau tahu apa yang sedang terjadi?
4405172	ind	Apa kau bisa memainkan sebuah instrumen musik?
4405173	ind	Tolong berikan saya sesuatu untuk diminum.
4405175	ind	Beri aku sesuatu untuk diminum.
4405176	ind	Bolehkah saya meminta sesuatu untuk diminum?
4405177	ind	Aku menginginkan sesuatu untuk diminum.
4405178	ind	Ada apa denganmu?
4405181	ind	Apa?
4405182	ind	Lebih bagus.
4405183	ind	Kita bisa mulai?
4405184	ind	Bangsat!
4405185	ind	Mereka percaya dengan hal apapun.
4405187	ind	Siapa gadis yang ada di pintu masuk?
4405188	ind	Tom tertekan.
4405190	ind	Pernakah Anda melihat ini?
4405192	ind	Pernahkah kamu melihat ini?
4405211	ind	Apa Jasmin sekarang tinggal di Jerman?
4405212	ind	Silakan datang pukul sepuluh tepat!
4405213	ind	Awas! Ada lubang besar di sana.
4405214	ind	Jangan mabuk!
4405216	ind	Ambil barangmu!
4405217	ind	Pegang lilinnya!
4407491	ind	Apakah Anda memiliki peliharaan?
4407492	ind	Apakah Anda melakukan olahraga?
4407493	ind	Ada yang bisa saya lakukan untuk Anda?
4407494	ind	Apakah ada sesuatu yang bisa saya lakukan untuk Anda?
4407496	ind	Aku membutuhkan sedikit saran.
4407497	ind	Ada yang bisa saya bantu?
4407498	ind	Apa kau melihat adanya perubahan?
4407501	ind	Kau akan membutuhkan sebuah jembatan sementara.
4407503	ind	Mari kita mendengarkan musik.
4407504	ind	Aku menangis semalam suntuk.
4407505	ind	Aku menangis sepanjang malam.
4407509	ind	Aku tergabung dalam sebuah kelompok musik.
4407512	ind	Aku memainkan sebuah permainan di televisi.
4407515	ind	Apa kau bicara padaku?
4407519	ind	Apa kau membeli tiket pulang pergi?
4407521	ind	Apa kau membeli tiket pulang?
4407524	ind	Aku membeli tiket pulang pergi.
4407527	ind	Apakah istrimu pandai memasak?
4407529	ind	Istrimu marah padamu.
4407533	ind	Tolong ambilkan garam dan mericanya.
4407534	ind	Bisa minta tolong ambilkan garamnya?
4407539	ind	Aku membeli satu lusin pensil hari ini.
4407541	ind	Tolong tulis menggunakan pensil.
4407542	ind	Mana yang lebih berat, timbel atau emas?
4407544	ind	Silakan dinikmati kuenya.
4407546	ind	Jangan sungkan untuk meminta saran.
4407550	ind	Merokok berbahaya bagi tubuh.
4407553	ind	Merokok tidak baik untuk kesehatan.
4407557	ind	Apa kau punya korek api?
4407563	ind	Kecilkan apinya.
4407564	ind	Kami akan pergi ke teater.
4407567	ind	Kami akan pergi melihat sebuah pementasan drama.
4407575	ind	Stasiunnya terletak 2 mil dari sini.
4407577	ind	Stasiunnya terletak 100 meter dari sini.
4407579	ind	Tolong turunkan saya di stasiun.
4407580	ind	Saya bisa berbicara bahasa Inggris sedikit.
4407585	ind	Belajar bahasa Inggris adalah kerja keras.
4407588	ind	Belajar bahasa Inggris membutuhkan kerja keras.
4407592	ind	Apa kau memiliki sebuah kamus bahasa Inggris?
4407593	ind	Aku harap aku bisa berbahasa Inggris.
4407594	ind	Aku ingin menguasai bahasa Inggris.
4407596	ind	Garpunya kecil.
4407599	ind	Aku harap aku bisa berenang.
4407603	ind	Andai aku bisa berenang.
4407606	ind	Andai saja aku bisa berenang.
4407609	ind	Airnya sudah cukup hangat untuk berenang.
4407613	ind	Bagaimana kalau pergi berenang?
4407620	ind	Di mana kamu mencobanya?
4407621	ind	Di mana kamu mencicipinya?
4408834	ind	Saya yakin tidak akan kecewa.
4410560	ind	Apa kamu mau pergi berenang?
4410561	ind	Aku ada di bioskop.
4410564	ind	Bagaimana kalau pergi ke bioskop?
4410565	ind	Aku suka pergi ke bioskop.
4410568	ind	Mau pergi ke bioskop?
4410576	ind	Filmnya akan mulai pada pukul sepuluh.
4410583	ind	Berolahraga baik untuk kesehatanmu.
4410592	ind	Apa kau memiliki SIM?
4410599	ind	Tolong perlihatkan SIM Anda.
4410601	ind	Boleh saya melihat SIM Anda?
4410605	ind	Seorang pengemudi harus mengenakan sabuk pengaman.
4410607	ind	Orang yang mengemudikan mobil harus mengenakan sabuk pengaman.
4410609	ind	Kau terlalu mabuk untuk mengemudi.
4410613	ind	Berbohong adalah perbuatan yang salah.
4410614	ind	Mari kita mencari tempat untuk berteduh.
4410616	ind	Hujannya bertahan selama semalam penuh.
4410621	ind	Hujannya berubah menjadi salju.
4410624	ind	Hujannya bertahan selama empat hari.
4410625	ind	Hujannya bertahan selama seminggu.
4410628	ind	Kapan hujannya mulai turun?
4410634	ind	Hujan terus turun hingga sehari penuh.
4410637	ind	Hujannya berlanjut hingga sehari penuh.
4410642	ind	Jika turun hujan, maka aku tidak akan pergi.
4410643	ind	Jangan sampai kehujanan.
4410648	ind	Tom menunggu Mary pulang ke rumah.
4410650	ind	Aku kehujanan.
4410653	ind	Aku takut sebentar lagi akan turun hujan.
4410657	ind	Aku harap hujannya akan berhenti.
4410661	ind	Aku harap hujannya berhenti.
4410663	ind	Mari kita menunggu hingga hujannya berhenti.
4410665	ind	Mari kita menunggu hujannya berhenti.
4410668	ind	Aku akan tinggal jika hujan.
4410670	ind	Jika hujan, aku akan tinggal di rumah.
4410672	ind	Sebentar lagi hujan akan turun.
4410675	ind	Sepertinya akan mulai turun hujan.
4410678	ind	Sepertinya akan turun hujan.
4410680	ind	Mungkin akan turun hujan.
4410681	ind	Kemungkinan hujan akan turun.
4410686	ind	Kalau tidak hujan, aku akan ikut pergi.
4410691	ind	Aku tetap berada di dalam karena hujan sedang turun.
4410705	ind	Karena sedang turun hujan, aku tidak keluar dari rumah.
4410711	ind	Aku tetap berada di rumah karena hujan sedang turun.
4410714	ind	Hujannya baru saja berhenti, jadi ayo kita berangkat.
4410716	ind	Hujannya bertahan selama tiga hari.
4410718	ind	Aku tidak bisa menaikkan lengan kananku.
4410719	ind	Aku tidak bisa mengangkat lengan kananku.
4410721	ind	Aku tidak bisa menekuk tangan kananku.
4410723	ind	Tangan kananku mati rasa.
4410728	ind	Belok kanan.
4410732	ind	Belok kiri.
4410733	ind	Belok ke kanan.
4410735	ind	Belok ke kiri.
4410742	ind	Apa kamu mau minum sesuatu?
4410744	ind	Anda mau minum apa?
4410748	ind	Silakan dinikmati minumannya.
4410750	ind	Mau saya ambilkan minuman?
4410752	ind	Bisakah kau memberikanku minuman?
4410757	ind	Aku lupa mengunci lacinya.
4410760	ind	Bolehkah saya melihat kupon Anda?
4410762	ind	Tolong tunjukkan kupon Anda.
4410766	ind	Itu adalah cinta pada pandangan yang pertama.
4410769	ind	Bisakah kau meminjamkanku 10.000 yen?
4410770	ind	Aku setuju denganmu pada satu sisi.
4410772	ind	Di mana bank yang paling dekat dari sini?
4410777	ind	Bank yang terdekat ada di mana?
4410778	ind	Itu tidak akan menyenangkan.
4413137	ind	Aku merasa ingin minum.
4413138	ind	Mau aku traktir minum?
4413139	ind	Aku akan membelikanmu minuman.
4413140	ind	Hujannya tidak berhenti hingga seharian penuh.
4413141	ind	Hujannya tidak berhenti, dan terus berlanjut hingga seharian penuh.
4413142	ind	Hujan deras turun selama sehari penuh.
4413143	ind	Bisakah aku mendapatkan hari libur?
4413144	ind	Bisakah aku mengambil hari libur?
4413145	ind	Aku tidak pernah sekalipun bertemu dengannya.
4413146	ind	Kerjakan satu hal dalam satu waktu.
4413147	ind	Aku tidak mau pergi sendirian.
4413148	ind	Aku tidak ingin pergi sendirian.
4413149	ind	Ia membolehkannya pergi sendirian.
4413150	ind	Ia mengizinkannya pergi keluar sendirian.
4413151	ind	Kau tidak bisa mengangkat pianonya sendirian.
4413152	ind	Kau tidak bisa mengangkat pianonya seorang diri.
4413153	ind	Apa kau datang kemari sendirian?
4413154	ind	Bolehkah aku berlari bersamamu?
4413155	ind	Mau pergi makan bersamaku?
4413156	ind	Maukah Anda pergi makan bersama saya?
4413157	ind	Mau pergi bareng?
4413158	ind	Kamu mau ikut?
4413160	ind	Kami berencana untuk tinggal selama seminggu.
4413161	ind	Kami dijadwalkan akan tinggal selama seminggu.
4413162	ind	Aku tinggal di rumah selama seminggu.
4413163	ind	Hujan terus terun selama seminggu.
4413165	ind	Dia mengambil libur selama seminggu.
4413167	ind	Aku bertemu dengannya sejam yang lalu.
4413168	ind	Saljunya berhenti turun sejam yang lalu.
4413169	ind	Aku akan kembali dalam waktu satu jam.
4413170	ind	Aku akan kembali dalam waktu kurang dari satu jam.
4413171	ind	Aku akan kembali setelah satu jam.
4413172	ind	Tulislah tiap setelah satu baris.
4413173	ind	Boleh aku mencoba satu gigitan?
4413174	ind	Aku berbalapan lari dengannya.
4413175	ind	Aku balapan lari dengannya.
4413176	ind	Dia tidak berkata apa-apa.
4413177	ind	Dia tidak berkata sepatah kata pun.
4413178	ind	Aku ingin menyanyikan sebuah lagu.
4413179	ind	Aku ingin menyanyikan lagu itu.
4413180	ind	Mau istirahat?
4413181	ind	Mau istirahat sebentar?
4413182	ind	Bisakah Anda membantu saya?
4413183	ind	Bisakah saya menggunakan asuransi kesehatan saya?
4413184	ind	Bisakah saya menggunakan asuransi kesehatan?
4413185	ind	Kamu tidak boleh memberitahukannya pada siapapun.
4413186	ind	Bisakah kau memanggilkanku seorang dokter?
4413187	ind	Seorang dokter mendatangi kami.
4413188	ind	Sebaiknya kau pergi ke dokter.
4413189	ind	Kau harus pergi ke dokter.
4413190	ind	Sebaiknya kau mendapat pemeriksaan dari dokter.
4413191	ind	Apa kau sudah pergi ke dokter?
4413192	ind	Apa kau sudah mendapat pemeriksaan dari dokter?
4413194	ind	Kau harus berkonsultasi dengan doktermu.
4413195	ind	Sebaiknya kau berkonsultasi dengan doktermu.
4413198	ind	Kamu harus pergi ke dokter.
4413199	ind	Aku ingin pergi ke dokter.
4413200	ind	Saya ingin mendapatkan pemeriksaan dari dokter.
4413201	ind	Apakah Anda sudah pergi ke dokter?
4413202	ind	Tom itu anggota geng. Kamu harus menjauhinya.
4413203	ind	Aku pikir dia adalah seorang dokter.
4413204	ind	Kemungkinan dia adalah seorang dokter.
4413205	ind	Itu ada di bawah kursi.
4413206	ind	Dia ada di bawah kursi.
4413207	ind	Ada di bawah kursi.
4413208	ind	Masih belum ada kabar darinya.
4413209	ind	Aku masih belum menerima kabar darinya.
4413210	ind	Apakah kau pernah bertemu dengannya sebelumnya?
4413212	ind	Sudah lama aku ingin bertemu denganmu.
4413213	ind	Aku sangat rindu padamu!
4413214	ind	Aku selalu ingin bertemu denganmu.
4413215	ind	Aku tidak akan pernah melakukannya lagi.
4413218	ind	Bisakah kau mengirimiku sebuah brosur?
4413219	ind	Bisakah Anda mengirimkan buku panduannya?
4420179	ind	Saya gaptek.
4445679	ind	Jangan pergi keluar setelah hari menjadi gelap.
4445682	ind	Jangan berjalan seorang diri setelah hari menjadi gelap.
4445692	ind	Kau harus tetap beristirahat.
4445702	ind	Kelihatannya itu murah.
4445706	ind	Sepertinya itu murah.
4445711	ind	Kami telah membuat keputusan terakhir.
4445744	ind	Aku bekerja di Tokyo sekarang.
4445745	ind	Aku akan pergi ke Eropa minggu depan.
4445753	ind	Aku mendaki bukit dengan berjalan kaki.
4445758	ind	Aku menapaki bukit.
4445770	ind	Aku suka anjing dan kucing.
4445780	ind	Aku merasa senang dengan diriku sendiri.
4445786	ind	Aku berenang seminggu sekali.
4445799	ind	Aku ingin pergi bersamamu.
4445803	ind	Aku sama sekali tidak memahami ini.
4445813	ind	Aku sangat suka dengan piza.
4445819	ind	Aku tidak hadir dalam pesta itu.
4445821	ind	Aku tidak menghadiri pesta itu.
4445824	ind	Aku ingin pergi ke sana.
4445826	ind	Aku berencana pergi ke sana.
4445828	ind	Aku tidak berniat melakukannya.
4445838	ind	Aku mengundang mereka ke pesta.
4445848	ind	Perkataannya benar-benar menyakitkan.
4445851	ind	Aku terluka oleh perkataannya.
4445873	ind	Aku ingin pergi jalan-jalan denganmu.
4445874	ind	Jam saya akurat.
4445876	ind	Jamku sangat akurat.
4445896	ind	Tolong ambilkan aku anggurnya.
4445899	ind	Kami mendiskusikan rencana itu kemarin.
4445918	ind	Aku selalu datang ke sekolah dengan berjalan kaki.
4445920	ind	Aku selalu pergi ke sekolah dengan berjalan kaki.
4445930	ind	Sekolah kami ada di seberang sungai.
4445932	ind	Kami mengimpor teh dari India.
4445934	ind	Negara kami mengimpor teh hitam dari India.
4445938	ind	Boleh saya lihat daftar minuman anggurnya?
4445939	ind	Bisakah aku melihat daftar minuman anggurnya?
4445944	ind	Tom butuh air.
4445946	ind	Minuman anggur terbuat dari anggur.
4445948	ind	Pria itu makan kacang.
4445953	ind	Apakah Anda pernah ke London sebelumnya?
4445955	ind	Kau pernah pergi ke London?
4445959	ind	Kau pernah ke London?
4445962	ind	Apa kau pernah pergi ke London?
4445977	ind	Jam berapa saat ini di London?
4445983	ind	Jam berapa sekarang di London?
4445989	ind	Kapan Anda tiba di London?
4445997	ind	Aku memesan sebuah buku dari London.
4446001	ind	Aku dengar Robert sedang sakit.
4446005	ind	Katanya Robert sedang tidak enak badan.
4446011	ind	Kamu pernah ke Paris?
4446019	ind	Apa kamu pernah pergi ke Paris?
4446025	ind	Pernahkah kau mengunjungi Roma?
4446035	ind	Kemarin bulan purnama.
4446046	ind	Aku ingin menyewa sebuah mobil.
4446052	ind	Tidak ada yang melihat kita.
4446063	ind	Apa pendapat Anda tentang Reggae?
4446066	ind	Sekarang sedang makan apel.
4446068	ind	Dia sedang memakan sebuah apel.
4446069	ind	Mereka sedang memakan apel.
4446072	ind	Kami sedang makan apel.
4446074	ind	Apa kau mau apel lagi?
4446076	ind	Saya ingin membeli dua kilo apel.
4446078	ind	Lincoln membebaskan para budak itu.
4446242	ind	Berapa tarif untuk ke Liverpool?
4446245	ind	Saya pesan dua bufet santap siang.
4446247	ind	Saya sedang mendengarkan radio.
4446250	ind	Tolong matikan radionya.
4446251	ind	Bisakah kau kecilkan volume radionya?
4446389	ind	Saya sedang makan grissino.
4446424	ind	Saya berharap bisa disemayamkan di tempat ini.
4446427	ind	Saya tidak suka nama Anda.
4446429	ind	Saya tidak suka namamu.
4446431	ind	Mari berhenti dan beristirahat.
4446436	ind	Bisakah saya tinggal di sini?
4446439	ind	Keluarlah segera!
4446440	ind	Segera keluar!
4446442	ind	Jangan kalian tutup!
4447832	ind	Dia adalah kepala dari departemen penjualan.
4447833	ind	Dia adalah manajer dari departemen pemasaran.
4447836	ind	Dengan siapa kamu tinggal?
4447839	ind	Tentu saja aku mengingat adegan itu.
4447840	ind	Aku mengingat dengan jelas pemandangan itu.
4447846	ind	Dia sangat menguasai bidang linguistik.
4447847	ind	Dia memiliki pengetahuan yang luas tentang bidang linguistik.
4447850	ind	Tom punya teman yang ayahnya seorang astronot.
4447855	ind	Kau harus setia pada teman-temanmu.
4447857	ind	Kau harus setia pada sahabatmu.
4447872	ind	Tadi aku harus mengerjakan esaiku.
4447875	ind	Kenapa kau ingin membicarakan hal itu dengan Tom?
4447890	ind	Perusahaan menghadiahkan kenaikan jabatan padanya.
4447893	ind	Sebelum dia datang, aku tidak bisa pergi.
4449172	ind	Ayahku marah padaku.
4449173	ind	Penyanyi itu terkenal di kalangan perempuan.
4449178	ind	Beberapa orang siswa ditinggalkan.
4449181	ind	Ini adalah CD yang aku cari-cari.
4449224	ind	Ia menikah dengannya.
4449226	ind	Ia menikahinya.
4449234	ind	Anak laki-lakiku masih percaya akan Santa Claus.
4449235	ind	Anak laki-lakiku percaya akan Santa Claus.
4449241	ind	Terima kasih telah membalasnya dengan cepat.
4449243	ind	Terima kasih telah menjawabnya dengan cepat.
4449349	ind	Boleh aku pinjam radiomu?
4449350	ind	Tolong nyalakan radionya.
4449351	ind	Nyalakan radionya.
4449352	ind	Besarkan volume radionya sedikit.
4449354	ind	Suara radionya terlalu keras.
4449356	ind	Apa kalian punya bir ringan?
4449357	ind	Tolong matikan lampunya.
4449360	ind	Bisakah kau mematikan lampu-lampunya?
4449361	ind	Tolong matikan lampu-lampunya.
4449362	ind	Punya korek?
4449364	ind	Silakan datang jika Anda berkenan.
4449367	ind	Pakailah sepatu yang paling bagus.
4449368	ind	Apakah Anda banyak melakukan perjalanan?
4449369	ind	Apa Anda sering melakukan perjalanan?
4449370	ind	Aku sering pergi ke bioskop.
4449376	ind	Aku belum pernah ke Eropa?
4449383	ind	Antara Yumi dan Keiko, siapa yang larinya cepat?
4449420	ind	Aku mengharapkanmu semalam.
4449422	ind	Saya mengharapkan kedatangan Anda semalam.
4449424	ind	Mobil kami rusak semalam.
4449425	ind	Kalau kau tidak pergi, maka aku juga tidak akan pergi.
4449591	ind	Aku bisa menyentuh langit denganmu.
4449596	ind	Bisakah kita berbicara nanti?
4449809	ind	Kau boleh memilih buku manapun yang kau suka.
4449826	ind	Kau bisa mengambil buku manapun yang kau suka.
4449833	ind	Apa kau suka minuman anggur Prancis?
4449841	ind	Apa kau suka minuman anggur buatan Prancis?
4449852	ind	Brian meninggalkan pintunya terbuka.
4449871	ind	Brian pergi ke sekolah dengan Kate.
4449873	ind	Brian memegang tangan Kate.
4449876	ind	Briang menggenggam erat tangan Kate.
4449879	ind	Berikan aku sebotol anggur.
4449880	ind	Tolong berikan saya anggur satu botol.
4449881	ind	Bill akan kembali minggu depan.
4449882	ind	Bill adalah seorang pemain bisbol.
4449883	ind	Bill bisa mengendarai sepeda.
4449888	ind	Bill tidak pernah adu mulut dengan orang lain.
4449896	ind	Bill tidak pernah bertengkar dengan orang lain.
4449915	ind	Bill tinggal di dekat laut.
4449916	ind	Bill sering pergi ke taman itu.
4449921	ind	Bill dapat berlari lebih cepat daripada Bob.
4449937	ind	Lari Bill lebih cepat daripada lari Bob.
4449940	ind	Bill berlari lebih cepat daripada Bob.
4449947	ind	Bill terus menangis selama berjam-jam.
4449949	ind	Bill menyalakan televisi.
4449953	ind	Bill tidak melakukan tindak kejahatan itu.
4449955	ind	Bill tidak melakukan perbuatan dosa itu.
4449956	ind	Bill memanggilku semalam.
4449958	ind	Bill meneleponku tadi malam.
4449959	ind	Billy ahli di bidang olahraga.
4449963	ind	Mungkin besok akan turun hujan.
4449966	ind	Hujan mungkin akan turun besok.
4449971	ind	Kau tidak bisa mengangkat piano itu.
4449976	ind	Hal yang sama terjadi setiap tahun.
4449980	ind	Aku menderita sakit gigi yang parah.
4449982	ind	Dirimu apa adanya sudah terlihat cantik.
4449983	ind	Saya menderita sakit kepala yang parah.
4449987	ind	Piza adalah makanan favoritku.
4449988	ind	Piza adalah makanan yang paling aku sukai.
4449989	ind	Piza adalah makanan kesukaanku.
4449991	ind	Ayo kita pergi ke pantai!
4449993	ind	Mari kita pergi ke pantai.
4449996	ind	Bolehkah aku memainkan pianonya?
4449997	ind	Bisakah kau bermain piano?
4449998	ind	Pernahkah kau ke Hawaii?
4449999	ind	Dikatakan bahwa bangsa Viking mendahului Columbus dalam menemukan benua Amerika.
4450000	ind	Apa kau pernah ke Hawaii?
4450002	ind	Aku akan ikut denganmu.
4450007	ind	Aku tidak bisa tidur.
4450011	ind	Aku benar-benar tidak bisa tidur.
4450048	ind	Balikkan badanmu.
4450050	ind	Semoga beruntung!
4450246	ind	Saya dari Thailand.
4453041	ind	Saya sering bermain voli.
4453042	ind	Apa kau suka bermain voli?
4453043	ind	Aku sangat ingin melihat Paris.
4453046	ind	Aku sudah tidak sabar ingin pergi ke Paris.
4453048	ind	Aku membaca sebuah cerita yang mendebarkan.
4453052	ind	Awasilah tas-tas itu.
4453054	ind	Aku tidak tahu pastinya.
4453056	ind	Aku tidak tahu tepatnya.
4453057	ind	Aku tidak yakin.
4453062	ind	Berapa ongkos busnya?
4453066	ind	Di mana tempat pemberhentian busnya?
4453069	ind	Di mana halte busnya?
4453072	ind	Di mana terminal busnya?
4453074	ind	Di mana saya bisa menaiki sebuah bus?
4453075	ind	Boleh saya melihat paspor Anda?
4453077	ind	Bolehkah saya melihat paspor Anda?
4453085	ind	Bisa tolong tunjukkan paspor Anda kepada saya?
4453087	ind	Seberapa sering busnya datang?
4453090	ind	Busnya berangkat setiap 15 menit.
4453092	ind	Busnya datang dan pergi setiap 10 menit.
4453094	ind	Busnya berangkat setiap 10 menit.
4453097	ind	Boleh saya meminta sebuah jadwal keberangkatan bus?
4453102	ind	Isi embernya dengan air.
4453103	ind	Bawakan aku seember air.
4453106	ind	Dia alergi pada debu rumah.
4453108	ind	Dia punya alergi pada debu rumah.
4453111	ind	Bagaimana kalau mengadakan pesta?
4453112	ind	Bagaimana menurut Anda pestanya?
4453118	ind	Bagaimana pestanya?
4453120	ind	Aku akan menghubungimu nanti.
4453122	ind	Aku akan meneleponmu nanti.
4453124	ind	Aku akan menghubunginya nanti.
4453127	ind	Aku akan menelepon balik nanti.
